model,parameter,Estimate,Est.Error,Q2.5,Q97.5,prior_only_empty_cell,sparse_trophic
dichrodale,Biome4TemperateForest:Predominant_simplePlantationforest,-0.022218774575826668,0.007846648857554815,-0.037596048075,-0.006662410237500002,FALSE,FALSE
dichrodale,Biome4TemperateOpen:Predominant_simplePlantationforest,0.0022731226605866668,0.4968932588642647,-0.969495701,0.9657702672499997,TRUE,FALSE
dichrodale,Biome4TropicalOpen:Predominant_simplePlantationforest,-0.00444564593912545,0.006109130438513398,-0.016173071900000002,0.007566629737499997,FALSE,FALSE
dichrodale,Biome4TemperateForest:Predominant_simpleSecondary,0.005407665120308533,0.0062757925805935755,-0.006902802469999999,0.01778874644999999,FALSE,FALSE
dichrodale,Biome4TemperateOpen:Predominant_simpleSecondary,-0.0371976858180865,0.021550021669860923,-0.07876831115,0.005086166787499982,FALSE,FALSE
dichrodale,Biome4TropicalOpen:Predominant_simpleSecondary,0.0054475403745592,0.0053937786150221245,-0.0050428464125,0.01594646277499998,FALSE,FALSE
dichrodale,Predominant_simpleCropland:z_logMass,0.012427823221366667,0.002796883253311761,0.006857087855,0.017954877549999998,FALSE,FALSE
dichrodale,Predominant_simplePasture:z_logMass,0.027602190226333333,0.003040501524039792,0.0216373793,0.033516625375,FALSE,FALSE
dichrodale,Predominant_simplePlantationforest:z_logMass,-0.007442334750471667,0.0021624824571544335,-0.011771216225,-0.0032317744800000017,FALSE,FALSE
dichrodale,Predominant_simpleSecondary:z_logMass,-0.00202318732792845,0.00205024604909721,-0.006176153785,0.0019448264049999962,FALSE,FALSE
dichrodale,Predominant_simpleCropland:Trophic.NicheFrugivore,0.009525621914317833,0.11548159655215365,-0.222988231,0.235007013,FALSE,FALSE
dichrodale,Predominant_simplePasture:Trophic.NicheFrugivore,0.0458280736792787,0.06361137674206445,-0.07897372255000001,0.1694223777499999,FALSE,FALSE
dichrodale,Predominant_simplePlantationforest:Trophic.NicheFrugivore,-0.017576025257372,0.062084478017364164,-0.13663973675000002,0.10859482849999996,FALSE,FALSE
dichrodale,Predominant_simpleSecondary:Trophic.NicheFrugivore,0.019982289052189833,0.04199014296947527,-0.062544928,0.102514894,FALSE,FALSE
dichrodale,Predominant_simpleCropland:Trophic.NicheGranivore,-0.07527617156899587,0.11553679014461711,-0.31002717325,0.14818340374999994,FALSE,FALSE
dichrodale,Predominant_simplePasture:Trophic.NicheGranivore,-0.04197724219678434,0.06117029523676575,-0.16184484575,0.078137967475,FALSE,FALSE
dichrodale,Predominant_simplePlantationforest:Trophic.NicheGranivore,0.02750228184503145,0.06257131993345084,-0.09253415972500001,0.15430772599999998,FALSE,FALSE
dichrodale,Predominant_simpleSecondary:Trophic.NicheGranivore,0.032310776884564234,0.04255016440269727,-0.05105958045,0.11653234999999994,FALSE,FALSE
dichrodale,Predominant_simpleCropland:Trophic.NicheHerbivoreterrestrial,-0.0014695539438511669,0.5039690879813828,-1.00996158,0.9750943802499997,FALSE,TRUE
dichrodale,Predominant_simplePasture:Trophic.NicheHerbivoreterrestrial,-0.0035564998422033334,0.4939096428451771,-0.98357513075,0.9727175379999995,FALSE,TRUE
